confidence	arg1	rel	arg2	enabler	attribution	text	pattern	dependencies
1.0	The fuselage	housed	a water-cooled inverted-V V-12 engine			The fuselage had an oval cross-section and housed a water-cooled inverted-V V-12 engine .		
1.0		rotates	an external gauge			The gauge sender is usually a magnetically coupled arrangement , with a float arm inside the tank rotating a magnet , which rotates an external gauge .		
1.0	The insurer	sponsored	the golf tournament known as the New Orleans Open beginning in 1981			The insurer sponsored the golf tournament known as the New Orleans Open beginning in 1981 .		
1.0	the golf tournament	known	the New Orleans Open beginning in 1981			The insurer sponsored the golf tournament known as the New Orleans Open beginning in 1981 .		
1.0	two weeks	starting	in the end of August reserved for the Dartmouth First-Year Trips			The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips .		
1.0	two weeks	starting in the end of August reserved	in the end of August reserved for the Dartmouth First-Year Trips			The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips .		
1.0	The race	held	in late February / early March			The race is in mixed eights , and usually held in late February / early March .		
1.0	The rapids at the head of the South Fork	removed	in 1908			The rapids at the head of the South Fork were removed in 1908 .		
1.0	The redesigned 2006 Ram SRT-10	came	in Mineral Gray Metallic , Inferno Red , and Brilliant Black Crystal Clear Coat			The redesigned 2006 Ram SRT-10 came in Mineral Gray Metallic , Inferno Red , and Brilliant Black Crystal Clear Coat .		
1.0	The residue	reprocessed	for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock			The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .		
1.0	The residue		through a cheesecloth lined sieve as an ingredient for a fine beef stock			The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .		
1.0	crocodile	devours	Annabelle			The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .		
1.0	Brady	phone	the Sheriff			The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .		
1.0	Brady	attempts	to phone the Sheriff			The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .		
1.0	The rest of the group	reach	a small shop			The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .		
1.0	the crocodile	breaks through a wall and devours	a wall			The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .		
1.0	The restrictions against eating meat and drinking wine	recall	the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple			The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .		
1.0	The restrictions against eating meat and drinking wine	eating meat and drinking wine , besides reducing	a person 's pleasure			The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .		
1.0	Pierre Dumas	take	a test to see if he 'd been drinking wine or taking aspirin to make his own job easier			The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .		
1.0	The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas	drinking wine or taking	wine or taking aspirin to make his own job easier			The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .		
1.0	The riders	shouting	protests in general and in particular abuse at			The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .		
1.0	The second	named	former US President George H. W. Bush stayed			The second was named after former US President George H. W. Bush stayed aboard in November 1995 .		
1.0	former US President George H. W. Bush	stayed	aboard in November 1995			The second was named after former US President George H. W. Bush stayed aboard in November 1995 .		
1.0	The second	titled `` Consider Her Ways '' and also starred	Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh			The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .		
1.0	Barrie	named	as the lead named Jane Waterleigh			The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .		
1.0	The series of three constitutional amendments in 1933	curtailed	the role of the Governor-General of the Irish Free State			The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish Free State .		
1.0	The site	consists of three subterranean Grotto follies , constructed	three subterranean Grotto follies , constructed in the 18th century			The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .		
1.0	three subterranean Grotto follies	split	the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at			The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .		
1.0	The staff	provides	a family-style , home-cooked dinner every night			The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .		
1.0	a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors	attended	Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth			The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .		
1.0	The station	redesigned	a concourse and ticket office area which was internally			The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .		
1.0	The station has a concourse and ticket office area	reopened	in mid-2012			The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .		
1.0	The stations	called	Midsomer Norton and Welton			The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .		
1.0	the S&D station	restored	Norton Upper ; and is currently being restored with occasional open weekends with engines in steam			The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .		
1.0	the solid lump of dripping	scraped	clean and re-chilled for future use			The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .		
1.0	The suit	alleged	that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law			The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .		
1.0	The suit	weaken	Amazon.com 's position in the market			The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .		
1.0	least one model	produced	in February 1993			The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .		
1.0	The town	served	by a station on the Somerset and Dorset Railway			The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .		
1.0	The town was previously served by a station	closed	in 1966 , and by a second station on the Bristol and North Somerset Railway at			The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .		
1.0	The very large piers at the crossing	signify	that there was once a tower			The very large piers at the crossing signify that there was once a tower .		
1.0	The video	feature	the use of dialogue			The video was the first ever to feature the use of dialogue .		
1.0	Their mission	lasted	for a limited period			Their mission was always for a specific mandate and lasted for a limited period .		
1.0	Their numbers	increase	each year as rumours about immigration restrictions appeared in much of			Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .		
1.0	Their numbers	continued	to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media			Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .		
1.0	rumours about immigration restrictions	appeared	in much of the Cypriot media			Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .		
1.0	the fillets	put	in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery			Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .		
1.0	two crashes	involving	fatalities at the airfield since it was established			There have been two crashes involving fatalities at the airfield since it was established .		
1.0	the building	reopened	as Keld Lodge , a hotel with bar and restaurant			There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hotel with bar and restaurant .		
1.0	143 households	children	which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non			There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .		
1.0	47,604 households	children	604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families			There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .		
1.0	6,524 households	children	524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families			There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .		
1.0	These and other attempts	supplied	a bridge between the literature of the two languages			These and other attempts supplied a bridge between the literature of the two languages .		
1.0	silver label	bearing	the AnyKey moniker			These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .		
1.0	macro programming	requiring	the control key , and lacking the AnyKey inscription on their face			These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .		
1.0	These beams	stem	a cosmic energy source called the `` Omega Effect			These beams stem from a cosmic energy source called the `` Omega Effect '' .		
1.0	a cosmic energy source	called	the `` Omega Effect			These beams stem from a cosmic energy source called the `` Omega Effect '' .		
1.0	These objects	thrown	away if their screen projection is too small			These objects are thrown away if their screen projection is too small .		
1.0	These orientations	allow	easy movement , i.e. degrees of freedom			These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally .		
1.0	These orientations	lowers	entropy minimally			These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally .		
1.0	the Stuart Pretenders were aided and encouraged by Britain 's continental enemies	encouraged	for their own ends			These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .		
1.0	the Stuart Pretenders	aided and encouraged	by Britain 's continental enemies for their own ends			These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .		
1.0	They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific	win	the NAIA National Championships			They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .		
1.0	some of the most dangerous assassins in the	including	Lady Shiva , David Cain , and Merlyn			They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn .		
1.0	period of dormancy	go	a period of dormancy after flowering			They usually go through a period of dormancy after flowering .		
1.0	Third TV drama series	broadcast	in 2008			Third TV drama series was broadcast in 2008 - , featuring Mao Inoue as Anmitsu .		
1.0	Mao Inoue	featuring	in 2008 - , featuring Mao Inoue as Anmitsu			Third TV drama series was broadcast in 2008 - , featuring Mao Inoue as Anmitsu .		
1.0	This attire	become	popular with women of other communities			This attire has also become popular with women of other communities .		
1.0	This	generalized	by defining a Q-valued Euler characteristic for certain finite categories			This can be further generalized by defining a Q-valued Euler characteristic for certain finite categories , a notion compatible with the Euler characteristics of graphs , orbifolds and posets mentioned above .		
1.0	Huguenot writers	expand on Calvin and promote	on Calvin and promote the idea of the sovereignty of the people			This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .		
1.0	This change was soon picked up by Huguenot writers	picked	Calvin and promote the idea of the sovereignty of			This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .		
1.0	Catholic writers and preachers	responded	fiercely			This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .		
1.0	This engine	equipped	an electronically controlled carburetor			This engine was equipped with an electronically controlled carburetor .		
1.0	This	had	considerable implications for the Welsh language as it was			This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in Wales .		
1.0	This	occurs	in Western countries in those with Barrett 's esophagus			This is most common in Western countries in those with Barrett 's esophagus , and occurs in the cuboidal cells .		
1.0	This	occurs	in the cuboidal cells			This is most common in Western countries in those with Barrett 's esophagus , and occurs in the cuboidal cells .		
1.0	This line was extended east by the Prahran & Malvern Tramways Trust	extended	east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913			This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 .		
1.0	This mutation	gives	superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance			This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .		
1.0	miners who demanded that the inspections	carried	the inspections be carried out by experienced colliers			This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .		
1.0	This policy	opposed	the miners who demanded that the inspections be carried out by experienced colliers			This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .		
1.0	the miners	demanded	that the inspections be carried out by experienced colliers			This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .		
1.0	Pascalina	assist	To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino			To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a private papal charity office which employed up to 40 helpers and continued until 1959 .		
1.0	Pascalina	organized and led	To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino			To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a private papal charity office which employed up to 40 helpers and continued until 1959 .		
1.0	a private papal charity office	employed up to 40 helpers and continued	up to 40 helpers and continued until 1959			To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a private papal charity office which employed up to 40 helpers and continued until 1959 .		
1.0	Michael	asks	the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael			To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .		
1.0	twin sister Lindsay , her husband Tobias and their daughter Maeby	live	together in the Bluth model home with him and George Michael			To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .		
1.0	the Medieval school of Jewish Philosophy	framed	Judaism in light of Greek thought and human intellect			To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .		
1.0	speakers of Lakha	live	To the north , along and across the same border			To the north , along and across the same border , live speakers of Lakha .		
1.0	Total ` Fresh Food Story	constructed	at the end of the North Mall			Total ` Fresh Food Story ' constructed at the end of the North Mall .		
1.0	R-11	continued	to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career			Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career .		
1.0	R-11	Transferred	to Key West , Florida , on 1 June 1941			Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career .		
1.0	Trumbull	credited	incorrectly credited in print as being the sole special-effects creator for 2001			Trumbull was often incorrectly credited in print as being the sole special-effects creator for 2001 .		
1.0	Two	won	seats were won by the Labor-Progressive Party on its own with the re-election of A.A. MacLeod and J.B. Salsberg			Two seats were won by the Labor-Progressive Party on its own with the re-election of A.A. MacLeod and J.B. Salsberg .		
1.0	Tyabb Airport , a private airfield	operating	for more than thirty years			Tyabb also has Tyabb Airport , a private airfield which has been operating for more than thirty years .		
1.0	US 258	intersects	NC 222 in Fountain before entering Edgecombe County			US 258 intersects NC 222 in Fountain before entering Edgecombe County .		
1.0	US 258	entering	Edgecombe County			US 258 intersects NC 222 in Fountain before entering Edgecombe County .		
1.0	each company	built	different parts of the aircraft			Under the Comanche program , each company built different parts of the aircraft .		
1.0	Uncle Sam later , he is not a figure of authority but rather a yeoman	prefers his small beer and domestic peace , possessed	his small beer and domestic peace			Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .		
1.0	Unruly passengers	put	here to be taken into custody			Unruly passengers are often put off here to be taken into custody .		
1.0	Unruly passengers	taken	into custody			Unruly passengers are often put off here to be taken into custody .		
1.0	Wakeboarding is practiced by both men and women	compete	in separate categories			Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories .		
1.0	Watson	served	as Minority Leader since elected by his caucus in November 1998			Watson has served as Minority Leader since elected by his caucus in November 1998 .		
1.0	Watson	elected	in November 1998			Watson has served as Minority Leader since elected by his caucus in November 1998 .		
1.0	Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism	shuttered	in June , 2009			Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in January , 2007 and shuttered in June , 2009 .		
1.0	Naguib	distancing	signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood			When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood , Nasser resolved to depose him .		
1.0	Naguib	showing	signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood			When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood , Nasser resolved to depose him .		
1.0	Nasser	resolved	to depose him			When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood , Nasser resolved to depose him .		
1.0	civilian government	introduced	in Romblon by the Americans in 16 March 1901			When civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipalities reinstated or created .		
1.0	civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipalities	introduced	in Romblon by the Americans in 16 March 1901			When civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipalities reinstated or created .		
1.0	the explosion	tore	the hut			When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .		
1.0	Stauffenberg	convinced	When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived			When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .		
1.0	no one in	survived	the room			When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .		
1.0	Scieszka	painted	While pursuing his MFA at Columbia in New York , Scieszka painted apartments			While pursuing his MFA at Columbia in New York , Scieszka painted apartments .		
1.0	Scieszka	pursuing	his MFA at Columbia in New York			While pursuing his MFA at Columbia in New York , Scieszka painted apartments .		
1.0	Wide acceptance of zero-energy building technology	require	more government incentives or building code regulations , the development of recognized standards , or significant increases in the cost of conventional energy			Wide acceptance of zero-energy building technology may require more government incentives or building code regulations , the development of recognized standards , or significant increases in the cost of conventional energy .		
1.0	the Cosmos	expressed	concern for what Battra might do			With no assigned task , the Cosmos expressed concern for what Battra might do .		
1.0	Russia	transformed	this act , Russia was officially transformed from an absolute monarchy into a constitutional one			With this act , Russia was officially transformed from an absolute monarchy into a constitutional one , though the exact extent of just `` how '' constitutional quickly became the subject of debate , based upon the emperor 's subsequent actions .		
1.0	the exact extent of just `` how '' constitutional	became	the subject of debate			With this act , Russia was officially transformed from an absolute monarchy into a constitutional one , though the exact extent of just `` how '' constitutional quickly became the subject of debate , based upon the emperor 's subsequent actions .		
1.0	provisions for cannon caliber and armor thickness	scaled according to that which existed	be scaled according to that which existed on the prototype vessel			With versions in 1/48 , 1/72 , 1/96 , and 1/144 scale , Big Gun Model Warship combat clubs have rules that make provisions for cannon caliber and armor thickness to be scaled according to that which existed on the prototype vessel .		
1.0	cannon caliber and armor thickness	existed	on the prototype vessel			With versions in 1/48 , 1/72 , 1/96 , and 1/144 scale , Big Gun Model Warship combat clubs have rules that make provisions for cannon caliber and armor thickness to be scaled according to that which existed on the prototype vessel .		
1.0	rules	make	provisions for cannon caliber and armor thickness to be scaled according to that which existed on the prototype vessel			With versions in 1/48 , 1/72 , 1/96 , and 1/144 scale , Big Gun Model Warship combat clubs have rules that make provisions for cannon caliber and armor thickness to be scaled according to that which existed on the prototype vessel .		
1.0	Michael Aspel	surprised	January 1990 , when Michael Aspel surprised him at Thames Television 's Teddington Studios			Wright was the subject of `` This Is Your Life '' on two occasions : in May 1961 when he was surprised by Eamonn Andrews , and in January 1990 , when Michael Aspel surprised him at Thames Television 's Teddington Studios .		
1.0	any act	released	B-side to another Hot 100			`` Black Water '' became one of the few records by any act released as a B-side to another Hot 100 hit `` before '' topping the Hot 100 itself .		
1.0	Black Water	became	one of the few records by any act released as a B-side to another Hot 100 hit			`` Black Water '' became one of the few records by any act released as a B-side to another Hot 100 hit `` before '' topping the Hot 100 itself .		
1.0		please see	For a list of all medalists , please see the List of Great American Beer Festival medalists			`` For a list of all medalists , please see the List of Great American Beer Festival medalists ''		
1.0		launched	Electric Boat Co. , Groton , Conn. , 21 December 1945			`` Greenfish '' was launched by the Electric Boat Co. , Groton , Conn. , 21 December 1945 ; sponsored by Mrs. Thomas J. Doyle ; and commissioned 7 June 1946 , Comdr. R. M. Metcalf commanding .		
1.0	Comdr. R. M. Metcalf	commissioned 7 June 1946 , Comdr. R. M. Metcalf commanding	7 June 1946			`` Greenfish '' was launched by the Electric Boat Co. , Groton , Conn. , 21 December 1945 ; sponsored by Mrs. Thomas J. Doyle ; and commissioned 7 June 1946 , Comdr. R. M. Metcalf commanding .		
1.0	Le Griffon	reported	to be the `` Holy Grail '' of Great Lakes shipwreck hunters			`` Le Griffon '' is reported to be the `` Holy Grail '' of Great Lakes shipwreck hunters .		
1.0	The Cure	topped	the online music sales charts			`` The Cure '' topped the online music sales charts .		
1.0	he was one of only a few concert organists worldwide	supported	themselves exclusively by giving recitals , concerts and master classes , without			he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .		
1.0	300 million of bonds due Nov. 16 , 1993 , with equity - purchase warrants	indicating	Nov. 16 , 1993 , with equity - purchase warrants , indicating a 3 3\/4 % coupon at par via Nomura International Ltd			$ 300 million of bonds due Nov. 16 , 1993 , with equity - purchase warrants , indicating a 3 3\/4 % coupon at par via Nomura International Ltd .		
1.0	terrorists who kill Americans	kill	abroad			( Separately , the Senate last week passed a bill permitting execution of terrorists who kill Americans abroad . )		
1.0	the Senate	passed	last week passed a bill permitting execution of terrorists who kill Americans abroad			( Separately , the Senate last week passed a bill permitting execution of terrorists who kill Americans abroad . )		
1.0	a bill	permitting	execution of terrorists who kill Americans abroad			( Separately , the Senate last week passed a bill permitting execution of terrorists who kill Americans abroad . )		
1.0	San Francisco lawyer , Mr. Panelli	got	the machine			A San Francisco lawyer , Mr. Panelli rowed religiously when he first got the machine , but , he complains , it left grease marks on his carpet , `` and it was boring .		
1.0	San Francisco lawyer , Mr. Panelli	rowed	religiously when he first got the machine			A San Francisco lawyer , Mr. Panelli rowed religiously when he first got the machine , but , he complains , it left grease marks on his carpet , `` and it was boring .		
1.0	San Francisco lawyer , Mr. Panelli	left	grease marks on his carpet , `` and it was boring			A San Francisco lawyer , Mr. Panelli rowed religiously when he first got the machine , but , he complains , it left grease marks on his carpet , `` and it was boring .		
1.0	A half - dozen Soviet space officials	stopped	in Tokyo in July for an exhibit , stopped by to see their counterparts at the National Space Development Agency of Japan			A half - dozen Soviet space officials , in Tokyo in July for an exhibit , stopped by to see their counterparts at the National Space Development Agency of Japan .		
1.0	A half - dozen Soviet space officials	see	in Tokyo in July for an exhibit , stopped by to see their counterparts at the National Space Development Agency of Japan			A half - dozen Soviet space officials , in Tokyo in July for an exhibit , stopped by to see their counterparts at the National Space Development Agency of Japan .		
1.0	the company	offer	200 million of its senior subordinated reset notes at a yield of 12 3\/4			A month ago , when Beatrice first filed to sell debt , the company had planned to offer $ 200 million of its senior subordinated reset notes at a yield of 12 3\/4 % .		
1.0	Beatrice	filed	A month ago , when Beatrice first filed to sell debt			A month ago , when Beatrice first filed to sell debt , the company had planned to offer $ 200 million of its senior subordinated reset notes at a yield of 12 3\/4 % .		
1.0	the company	planned	to offer $ 200 million of its senior subordinated reset notes at a yield of 12 3\/4			A month ago , when Beatrice first filed to sell debt , the company had planned to offer $ 200 million of its senior subordinated reset notes at a yield of 12 3\/4 % .		
1.0	A similar technique	apply	to other crops , such as cotton , soybeans and rice			A similar technique is almost impossible to apply to other crops , such as cotton , soybeans and rice .		
1.0	A specialist is an exchange	designated	to maintain a fair and orderly market in a specified stock			A specialist is an exchange member designated to maintain a fair and orderly market in a specified stock .		
1.0	an exchange member	maintain	a fair and orderly market in a specified stock			A specialist is an exchange member designated to maintain a fair and orderly market in a specified stock .		
1.0	A spokesman	said	HealthVest has paid two of the three banks it owed interest to in October and is in negotiations with the third bank			A spokesman said HealthVest has paid two of the three banks it owed interest to in October and is in negotiations with the third bank .		
1.0	HealthVest	paid	two of the three banks it owed interest to in October			A spokesman said HealthVest has paid two of the three banks it owed interest to in October and is in negotiations with the third bank .		
1.0	A state judge	postponed	a decision on a move by holders of Telerate Inc. to block the tender offer of Dow Jones & Co			A state judge postponed a decision on a move by holders of Telerate Inc. to block the tender offer of Dow Jones & Co. for the 33 % of Telerate it does n't already own .		
1.0	holders of Telerate Inc	block	the tender offer of Dow Jones & Co. for the 33 % of Telerate it does n't already own			A state judge postponed a decision on a move by holders of Telerate Inc. to block the tender offer of Dow Jones & Co. for the 33 % of Telerate it does n't already own .		
1.0	A surprising 78 % of people	said	they exercise regularly , up from 73 % in 1981			A surprising 78 % of people said they exercise regularly , up from 73 % in 1981 .		
1.0	UniFirst	earned	A year earlier UniFirst earned $ 2.4 million			A year earlier UniFirst earned $ 2.4 million , or 24 cents a share adjusted for the split .		
1.0	24 cents a share	adjusted	4 million , or 24 cents a share adjusted for the split			A year earlier UniFirst earned $ 2.4 million , or 24 cents a share adjusted for the split .		
1.0	About $ 70 billion	estimated	to be tied up in the short - term money market			About $ 70 billion is estimated to be tied up in the short - term money market , which acts both as a hedge against inflation for consumers and an accelerator of inflation and deficits for the government .		
1.0	the short - term money market	acts	both as a hedge against inflation for consumers and an accelerator of inflation and deficits for the government			About $ 70 billion is estimated to be tied up in the short - term money market , which acts both as a hedge against inflation for consumers and an accelerator of inflation and deficits for the government .		
1.0	UAL for fees and expenses it owes to investment bankers , law firms and	owes	fees and expenses it owes to investment bankers , law firms and banks			According to one person familiar with the airline , the buy - out group -- led by United 's pilots union and UAL Chairman Stephen Wolf -- has begun billing UAL for fees and expenses it owes to investment bankers , law firms and banks .		
